Stop ID,User ID,Start Time,End Time,replaced_starttime,replaced_endtime,Stop TimeZone,Duration (sec),Final lat,Final lon,Predicted lat,Predicted lon,Final Mode,Predicted Mode,Stop Generated By,Data Type,Validated?,Validated at,Duration before Validation (sec),Deleted?,Encoded Points, Levels, Accompanying,Main Activity,Secondary Activities, Other Activities, Other Mode, min, max, mean, IQR, median, std_dev, npoints,Please select the type(s) of activity that best describes what you did here,Which was your <strong>main</strong> activity?,Vehicle type,Were you the driver?,Parking Place,Fare type,Bus type,Bus number,Taxi Fare,&nbsp;,,Were you the driver?,How many people travelled with you?,Who was with you?,Please tell us how you travelled
8593613,644,2016-05-27 00:27:04 UTC,2016-05-27 03:27:16 UTC,,,Asia/Singapore,10812,1.340074632,103.9619084,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 14:42:02 UTC,462883,FALSE,{eeG}qpyRpD~DzH`J,P?P,,Education,,--,--,21,141.952,70.58783871,91.587,54.6365,44.65197938,62,,,,,,,,,,,,,,,
8593616,644,2016-05-27 03:42:55 UTC,2016-05-27 04:50:36 UTC,,,Asia/Singapore,4061,1.342335961,103.9644258,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 14:42:06 UTC,462887,FALSE,mvdG{`pyRuHeH_AwDmAY,PCCP,,Other Home,,--,--,19,141.513,40.3009,10,20,39.05870438,20,,,,,,,,,,,,,,,
8593620,644,2016-05-27 04:59:39 UTC,2016-05-27 05:50:43 UTC,,,Asia/Singapore,3064,1.3401129,103.9628616,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 14:42:09 UTC,462890,FALSE,qdeGsppyR~AxCzI|C,PDP,,Education,,--,--,20,30,26.66666667,10,30,4.714045208,18,,,,,,,,,,,,,,,
8596229,644,2016-05-27 06:00:09 UTC,2016-05-27 08:18:47 UTC,,,Asia/Singapore,8318,1.342480473,103.9643613,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 14:42:14 UTC,422440,FALSE,uvdG{fpyR_J{@yBoF,PEP,,Other Home,,--,--,20,141.162,126.7580909,2.045,138.4225,31.04512158,44,,,,,,,,,,,,,,,
8596230,644,2016-05-27 08:31:22 UTC,2016-05-27 08:32:28 UTC,,,Asia/Singapore,66,1.33960588,103.9609648,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 14:42:22 UTC,422448,FALSE,oeeGgppyRbGrFvDbJbCnA,PCCP,,Change Mode/Transfer,,--,--,22,45.226,30.40866667,--,24,10.50920312,3,,,,,,,,,,,,,,,
8596233,644,2016-05-27 09:43:27 UTC,2016-05-27 10:35:19 UTC,,,Asia/Singapore,3112,1.299335347,103.7877058,,,LRT/MRT,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 14:44:27 UTC,422573,FALSE,osdG_{oyRfEpAd@|AqAlB{@NaCVaAP_NvHiIZ{@rDl@b@Tp@k@f@xDxB~AjGv@H`@p@n@VkBa@aDjBxrCv}GPv@A`A^h@Sv@It@BjCGpAHfAAv@RdAHv@Ex@h~BxqU,PECF??CDFDACECDBAFCHCABH?B@C@A?ADP,,Work-Related Business,,--,--,26.701,141.313,40.45417647,6.089,34.159,25.591625,17,,,,,,,,,,,,,,,
8598015,644,2016-05-27 12:56:37 UTC,2016-05-28 02:52:42 UTC,,,Asia/Singapore,50165,1.342405064,103.9644057,,,LRT/MRT,,algorithm_generated,GPS,TRUE,2016-06-01 15:04:04 UTC,381506,FALSE,yw|Fc`nxRelGkoa@,PP,,Other Home,,--,--,20,140.401,78.88839326,91.023,109.082,46.02125917,267,,,,,,,,,,,,,,,
8598015,644,2016-05-27 12:56:37 UTC,2016-05-28 02:52:42 UTC,,,Asia/Singapore,50165,1.342405064,103.9644057,,,LRT/MRT,,algorithm_generated,GPS,TRUE,2016-06-01 15:04:04 UTC,381506,FALSE,yw|Fc`nxRelGkoa@,PP,,Other Home,,--,--,20,140.401,78.8884,91.023,109.082,46.0213,267,,,,,,,,,,,,,,,
8598017,644,2016-05-28 03:42:21 UTC,2016-05-28 04:06:17 UTC,,,Asia/Singapore,1436,1.34594915,103.9445569,,,Bus,,algorithm_generated,GPS,TRUE,2016-06-01 15:05:43 UTC,381605,FALSE,_eeGoppyRb|@d@VxKh@l@kBWg@d@q@~CnFnDX{@p@b@lArAjAb@rAzAY`AOfAe@hAEz@k@nBOt@Yv@i@rC[bA}@dBqH|Gc@l@]{@kJ~Ly@\\u~@fu@p@gJ,PGCEDBFDC@BAI@AAA?@AB@E@DDFAFP,,Meal/Eating Break,,--,--,19,45,30.99055556,13.359,30,8.106274759,9,,,,,,,Public bus,,,,,,,,
8598739,644,2016-05-28 04:19:11 UTC,2016-05-28 04:30:46 UTC,,,Asia/Singapore,695,1.344931336,103.9402306,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:05:52 UTC,357016,FALSE,c{eGmtlyRfC|S`A`E,PBP,,Change Mode/Transfer,,--,--,5,60.809,24.09814286,29.282,16,17.4939345,21,,,,,,,,,,,,,,,
8598741,644,2016-05-28 04:45:23 UTC,2016-05-28 04:46:47 UTC,,,Asia/Singapore,84,1.341906259,103.9671144,,,Bus,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 15:06:18 UTC,357042,FALSE,yteGmykyRK{A_@{@Qw@Ww@i@y@Yo@}A{E|D{Cd@i@h@a@j@c@jEmDx@k@~AsAt@c@p@i@xGwEt@q@b@s@p@c@h@u@lFoDzQwNt@y@j@c@d@e@`Ao@`CyBx@k@h@k@fBwAj@s@jCgCj@mAp@}BPkAb@oBr@sBKu@gDaLkEsCQgG_HaNaA@y@RaAKuNyL}@_@u@c@q@Q_A]gA?{@c@w@]i@i@]o@u@e@k@^q@Vs@^e@n@Pr@Vv@Wt@w@aA,PB@?A?AG@?????B??B@A@BAB??@@??@E@BDA@AIADDDGAADD@B?BB?C@AF@@AD?BDP,,Change Mode/Transfer,,--,--,9,12,10.45454545,1,10,0.78202957,22,,,,,,,Public bus,,,,,,,,
8598742,644,2016-05-28 04:55:21 UTC,2016-05-28 10:13:34 UTC,,,Asia/Singapore,19093,1.342489316,103.9643616,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:06:21 UTC,357045,FALSE,{aeGmaqyR~@jAj@h@h@hAi@z@iAxAuCnE,P@AE?@P,,Other Home,,--,--,20,150.868,84.00013725,116.584,110.689,54.39353235,102,,,,,,,,,,,,,,,
8598744,644,2016-05-28 10:41:56 UTC,2016-05-28 11:11:57 UTC,,,Asia/Singapore,1801,1.333068791,103.9602897,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:06:48 UTC,357072,FALSE,oeeGgppyRzIvGyB_B,PEP,,Meal/Eating Break,,--,--,30,139.527,85.49236364,81.24,70.311,38.86947141,11,,,,,,,,,,,,,,,
8599131,644,2016-05-28 11:15:18 UTC,2016-05-28 11:18:41 UTC,,,Asia/Singapore,203,1.33496845,103.9598121,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:07:19 UTC,342119,FALSE,sjcGwvoyRgH~DkDs@vAm@,PDDP,,Shopping,,--,--,20,20,20,--,20,0,2,,,,,,,,,,,,,,,
8599133,644,2016-05-28 11:42:33 UTC,2016-05-29 02:04:45 UTC,,,Asia/Singapore,51732,1.342370928,103.964614,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:07:50 UTC,342150,FALSE,ovcGysoyRuGwEk@o@mAp@oBo@}B_AK{A_BAc@{@gBk@m@y@aAq@_@T,PADCDCCCBBACP,,Other Home,,--,--,17,600,59.0047126,87.358,20,56.91589913,254,,,,,,,,,,,,,,,
8599133,644,2016-05-28 11:42:33 UTC,2016-05-29 02:04:45 UTC,,,Asia/Singapore,51732,1.342370928,103.964614,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:07:50 UTC,342150,FALSE,ovcGysoyRuGwEk@o@mAp@oBo@}B_AK{A_BAc@{@gBk@m@y@aAq@_@T,PADCDCCCBBACP,,Other Home,,--,--,17,600,59.0047,87.358,20,56.9159,254,,,,,,,,,,,,,,,
8605330,644,2016-05-29 02:11:22 UTC,2016-05-29 02:12:42 UTC,,,Asia/Singapore,80,1.342099537,103.9669354,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:08:52 UTC,191758,FALSE,ydeGyqpyR|D{A_A}Ar@o@dAsAa@iA}CgA,PDD@ECP,,Change Mode/Transfer,,--,--,8,43,24.33333333,--,22,14.38363267,3,,,,,,,,,,,,,,,
8605333,644,2016-05-29 02:38:54 UTC,2016-05-29 02:40:17 UTC,,,Asia/Singapore,83,1.354427535,103.9314231,,,Bus,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 15:09:01 UTC,191767,FALSE,aceGi`qyROtAp@mDVv@bIiHv@Y`AOrBp@v@p@^n@|AjBdATxJhGl@\\`A\\x@WbDLT`AXn@YnBp@Vt@l@~Al@l@^_BdP~@bA`A@fAhA`HpEwA|PWz@{@rBs@zBk@j@e@r@i@j@m@b@q@x@u@j@g@l@kEhDoItH}LhJqOzKeAb@e@j@g@d@s@d@w@v@q@h@iCjCk@d@sAzAeAf@qBvAk@j@y@h@o@j@i@r@Hz@f@rBl@h@|@dBAt@Zn@N|@\\t@ZhFBx@Nr@m@rEO`CkC`HOdA]`AiAfC[dAa@bAU~@O~@c@j@k@rB_ApBc@j@a@vBWt@q@j@S|@IfA[n@c@x@s@VaKUEiBaCqAgKuEkBiAoBe@,PDDCC@FCA@CB?DBBG@CD@@@EFBBAEI??D??A@@@E@B@AC?@@?A??B@B?@AH@BACB@@E?AC@FAA?@?A?BAA@B@BB@B?HBED@ABP,,Change Mode/Transfer,,--,--,3,30,10.35714286,0,9,5.911334667,14,,,,,,,Public bus,,,,,,,,
8605334,644,2016-05-29 02:50:37 UTC,2016-05-29 02:57:16 UTC,,,Asia/Singapore,399,1.350157361,103.9335092,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:09:27 UTC,191793,FALSE,cpgGkbjyRvA^jAPvAd@hA\\|@n@xApBr@yBxBwBr@o@AmBbCo@RwF,P@A?CAFC?CDDP,,Meal/Eating Break,,--,--,4,49,26.41284211,15,25,11.14523992,19,,,,,,,,,,,,,,,
8605336,644,2016-05-29 03:00:20 UTC,2016-05-29 05:24:51 UTC,,,Asia/Singapore,8671,1.349884121,103.9346953,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:09:42 UTC,191808,FALSE,mufGkojyRbB_DSeAYG,PCBP,,Other,,--,--,4,123.174,25.76096045,18,23,15.17966942,177,,,,,,,,,,,,,,,
8605343,644,2016-05-29 05:42:21 UTC,2016-05-29 06:39:22 UTC,,,Asia/Singapore,3421,1.354711949,103.9447999,,,Bus,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 15:10:16 UTC,191842,FALSE,wsfGyvjyRlB{Bn@}BzCXdACv@SBdAO`Ak@zBmCfI]|@Sz@g@zA_A?s@WiDS_@p@q@nBcBvCc@h@kIgE^u@b@q@Xq@r@m@Lu@?_AXo@Vu@Hy@mFwDqLsH_@k@Yn@PmDGuJ~GsOj@k@CoBqCoA^{CBwF,PBEBAFB@C?@?FAAE@A@EG??AC@B?AF@BCFAEAEDDBP,,Meal/Eating Break,,--,--,7,103.592,25.01625455,14.16,19,18.77277742,55,,,,,,,Public bus,,,,,,,,
8605347,644,2016-05-29 06:58:15 UTC,2016-05-29 07:10:52 UTC,,,Asia/Singapore,757,1.39512415,103.9055183,,,Bus,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 15:10:29 UTC,191855,FALSE,}qgG}ulyRdFtF\\dBmIfA_AMIu@a@u@C_AFmAeA?}@E}SnKy@?w@Mk@_@CiCB_AAy@?iAwAqAkC[aAa@eAWeASkAI{Bi@eAE}Ba@iAGkAq@iAIq@Vy@fBu@X}@RiA`@}@Nq@VaBbBy@hAo@p@e@r@q@v@g@z@qA~Ay@h@{DnE[l@oAfBWt@_@n@s@nBgA~B[x@Qp@a@p@Wn@a@p@q@~@Uz@e@`A]hAa@l@y@xB[r@K`AQx@[p@m@hBuAxCSx@k@lBSz@Uv@Yr@m@x@Y`AYjAs@tB_@v@Ur@s@dDo@dFWdA[tBSdAgAbHWlAKnAQt@Wr@Ot@oAtEc@v@}@lBo@r@i@|@[|@s@~@_@t@_@j@iB~A{@n@wDlDm@b@k@`A{@r@e@h@i@b@sAnAgBjA_Ap@u@|@i@f@o@\\o@d@u@x@{AhAs@^eAz@a@v@m@d@qC~BmAlA_@l@}@j@q@ZaAl@e@bAiBhA{@^{@j@q@z@y@t@mBxAg@j@_An@aAd@uAdAu@Vk@h@o@x@g@x@g@bAg@v@m@~A,PCFBEAB@D?FG@BD???ECA@F@AA@@BBEBC??@@H@@A?@@BAD?B@??A@B@@?F@?A@?B?B?@A???B@B?A?@DAA@??@@@D??C?A@AG@?B?@?BA?C?A?A?A?@A@?CA?A@D??BB@?BA?@B@@AAD@??AP,,Change Mode/Transfer,,--,--,5,52.5,20.06486207,12,18,9.566355519,29,,,,,,,Public bus,,,,,,,,
8605350,644,2016-05-29 07:22:31 UTC,2016-05-29 07:24:27 UTC,,,Asia/Singapore,116,1.396390922,103.9149362,,,Bus,Car/Van,algorithm_generated,GPS,TRUE,2016-06-01 15:10:49 UTC,191875,FALSE,onoGm`eyR_AfAmAdBaA~DwBv@sDgBeAQo@[pPgh@vDgFhCkFz@]n@k@b@{@l@k@`@k@l@i@Q}@e@s@aAC_Cu@a@m@qNpB,P?CCFAAGEBCABA@@GACABEP,,Change Mode/Transfer,,--,--,9,46.101,22.8813125,7,22,7.747704553,16,,,,,,,Public bus,,,,,,,,
8605351,644,2016-05-29 07:27:27 UTC,2016-05-29 10:12:30 UTC,,,Asia/Singapore,9903,1.3980767,103.9158482,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:10:54 UTC,191880,FALSE,mvoGi{fyRs@wBwBk@cDQ,PDBP,,Home,,--,--,20,67.495,21.88229412,0,20,9.056945179,51,,,,,,,,,,,,,,,
8605352,644,2016-05-29 15:34:47 UTC,2016-05-30 01:02:12 UTC,,,Asia/Singapore,34045,1.34247805,103.9643406,,,Bus,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:12 UTC,191898,FALSE,}`pG_agyRnzIcnH,PP,,Other Home,,--,--,20,38.462,20.10549714,0,20,1.39160289,175,,,,,,,Public bus,,,,,,,,
8605352,644,2016-05-29 15:34:47 UTC,2016-05-30 01:02:12 UTC,,,Asia/Singapore,34045,1.34247805,103.9643406,,,Bus,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:12 UTC,191898,FALSE,}`pG_agyRnzIcnH,PP,,Other Home,,--,--,20,38.462,20.1055,0,20,1.3916,175,,,,,,,Public bus,,,,,,,,
8605353,644,2016-05-30 01:04:14 UTC,2016-05-30 01:56:31 UTC,,,Asia/Singapore,3137,1.341446084,103.9635231,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:23 UTC,191909,FALSE,meeGcppyRhFn@kAvDn@cA,PDDP,,Other Home,,--,--,13,500,71.24255,8.082,52.6605,99.03094221,20,,,,,,,,,,,,,,,
8609736,644,2016-05-30 02:06:58 UTC,2016-05-30 07:25:14 UTC,,,Asia/Singapore,19096,1.34152152,103.9634305,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:28 UTC,97842,FALSE,__eG_kpyRnAMIdAoBWw@aBpArA,PCDCDP,,Other Home,,--,--,8,600,54.42703419,54.728,30,64.02549064,117,,,,,,,,,,,,,,,
8610160,644,2016-05-30 07:27:00 UTC,2016-05-31 11:22:39 UTC,,,Asia/Singapore,100539,1.3401129,103.9628616,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:33 UTC,88554,FALSE,o_eGmjpyRmAgBfJxE,PEP,,Education,,--,--,18,151.255,62.01270147,90.872,37.5,42.42927125,546,,,,,,,,,,,,,,,
8610160,644,2016-05-30 07:27:00 UTC,2016-05-31 11:22:39 UTC,,,Asia/Singapore,100539,1.3401129,103.9628616,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:33 UTC,88554,FALSE,o_eGmjpyRmAgBfJxE,PEP,,Education,,--,--,18,151.255,62.0127,90.872,37.5,42.4293,546,,,,,,,,,,,,,,,
8610600,644,2016-05-31 11:26:03 UTC,2016-05-31 15:26:10 UTC,,,Asia/Singapore,14407,1.342473201,103.9643617,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:54 UTC,79572,FALSE,uvdG{fpyRwMkH,PP,,Other Home,,--,--,20,139.481,57.51211688,90.669,20,46.95177808,77,,,,,,,,,,,,,,,
8611510,644,2016-05-31 15:33:45 UTC,2016-05-31 15:35:10 UTC,,,Asia/Singapore,85,1.339687703,103.9611229,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:11:57 UTC,57087,FALSE,meeGgppyRnDfBn@tBhEnEOfB`AnApA`@,PDCCCBP,,To Accompany Someone,,--,--,4,47,18.66666667,36,11.5,15.07389207,6,,,,,,,,,,,,,,,
8611511,644,2016-05-31 15:41:05 UTC,2016-06-01 00:31:38 UTC,,,Asia/Singapore,31833,1.342427091,103.9643828,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:12:05 UTC,57095,FALSE,_tdG_|oyReCi@NwCsFaFxD`GsJiN,PDDFDP,,Other Home,,--,--,17,155.497,63.63585294,91.596,71.818,44.73082361,170,,,,,,,,,,,,,,,
8611511,644,2016-05-31 15:41:05 UTC,2016-06-01 00:31:38 UTC,,,Asia/Singapore,31833,1.342427091,103.9643828,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:12:05 UTC,57095,FALSE,_tdG_|oyReCi@NwCsFaFxD`GsJiN,PDDFDP,,Other Home,,--,--,17,155.497,63.6359,91.596,71.818,44.7308,170,,,,,,,,,,,,,,,
8613435,644,2016-06-01 01:31:57 UTC,2016-06-01 10:19:28 UTC,,,Asia/Singapore,31651,1.3401129,103.9628616,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:12:54 UTC,13624,FALSE,audGi{oyRs@qJ,PP,,Education,,--,--,,,,,,,,,,,,,,,,,,,,,,
8613446,644,2016-06-01 10:29:47 UTC,2016-06-01 11:08:51 UTC,,,Asia/Singapore,2344,1.334533216,103.9625528,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-01 15:13:07 UTC,13637,FALSE,uvdG{fpyRrDfDrAfAbAp@dHp@pADpAp@fD{CXyAbCwA,P@?D@BFCCP,,Meal/Eating Break,,--,--,,,,,,,,,,,,,,,,,,,,,,
8613972,644,2016-06-01 11:25:54 UTC,2016-06-02 08:48:41 UTC,,,Asia/Singapore,76967,1.340610226,103.9628563,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-02 09:40:38 UTC,69309,FALSE,yscG}dpyRc@hEk@qBqBsCeBQs@wA}@x@eAm@_AgDqCjA{AuByAU{BSo@k@g@i@qAr@mADw@TqAz@dDbH,PEBDCCCDEDC@C?FBABEP,,Other Home,,--,--,9,800,68.55943269,92.067,33,60.73283656,416,,,,,,,,,,,,,,,
8613972,644,2016-06-01 11:25:54 UTC,2016-06-02 08:48:41 UTC,,,Asia/Singapore,76967,1.340610226,103.9628563,,,Foot,,algorithm_generated,GPS,TRUE,2016-06-02 09:40:38 UTC,69309,FALSE,yscG}dpyRc@hEk@qBqBsCeBQs@wA}@x@eAm@_AgDqCjA{AuByAU{BSo@k@g@i@qAr@mADw@TqAz@dDbH,PEBDCCCDEDC@C?FBABEP,,Other Home,,--,--,9,800,68.5594,92.067,33,60.7328,416,,,,,,,,,,,,,,,
8616226,644,2016-06-02 09:09:31 UTC,2016-06-02 10:00:34 UTC,,,Asia/Singapore,3063,1.342612439,103.9651424,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-02 15:04:00 UTC,19408,FALSE,yydGyfpyRgDyAeCuAaByG,P@DP,,Other Home,,--,--,,,,,,,,,,,,,,,,,,,,,,
8617395,644,2016-06-02 10:09:34 UTC,2016-06-02 10:11:17 UTC,,,Asia/Singapore,103,1.33958617,103.9608133,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-02 16:02:33 UTC,1120,FALSE,ifeGcupyR~EfIz@dBkApBhHxF|@Pd@t@,P@DEBBP,,Change Mode/Transfer,,--,--,,,,,,,,,,,,,,,,,,,,,,
8617396,644,2016-06-02 10:59:32 UTC,2016-06-02 11:00:35 UTC,,,Asia/Singapore,63,1.2898246,103.8162643,,,Car/Van,,algorithm_generated,GPS,FALSE,2016-06-02 16:02:36 UTC,1123,FALSE,ksdGazoyRvkA~tAfiFlpX,PHP,,Change Mode/Transfer,,--,--,,,,,,,,,,,,,,,,,,,,,,
8617397,644,2016-06-02 11:11:26 UTC,2016-06-02 11:36:36 UTC,,,Asia/Singapore,1510,1.306682047,103.7887017,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-02 16:02:41 UTC,1128,FALSE,k|zFsrsxRi`B~dDaGfE,PDP,,--,,--,--,,,,,,,,,,,,,,,,,,,,,,
8620427,644,2016-06-02 14:56:21 UTC,2016-06-03 00:45:12 UTC,,,Asia/Singapore,35331,1.342524317,103.9645895,,,Default,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:12 UTC,265,FALSE,we~FkfnxR__Fgja@,PP,,Other Home,,--,--,20,800,109.4613978,3.097,111.4175,71.06612011,186,,,,,,,,,,,,,,,
8620427,644,2016-06-02 14:56:21 UTC,2016-06-03 00:45:12 UTC,,,Asia/Singapore,35331,1.342524317,103.9645895,,,Default,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:12 UTC,265,FALSE,we~FkfnxR__Fgja@,PP,,Other Home,,--,--,20,800,109.461,3.097,111.418,71.0661,186,,,,,,,,,,,,,,,
8620434,644,2016-06-03 00:47:57 UTC,2016-06-03 00:50:44 UTC,,,Asia/Singapore,167,1.34156545,103.963483,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:28 UTC,281,FALSE,weeGsqpyRvGrGwAw@,PDP,,Other Home,,--,--,,,,,,,,,,,,,,,,,,,,,,
8620435,644,2016-06-03 00:58:00 UTC,2016-06-03 01:53:45 UTC,,,Asia/Singapore,3345,1.340095868,103.9609161,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:31 UTC,284,FALSE,w_eGwjpyRdH`O,PP,,To Accompany Someone,,--,--,,,,,,,,,,,,,,,,,,,,,,
8620436,644,2016-06-03 01:56:45 UTC,2016-06-03 01:59:47 UTC,,,Asia/Singapore,182,1.3389975,103.9620828,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:32 UTC,285,FALSE,qvdGuzoyRzEiF,PP,,Education,,--,--,,,,,,,,,,,,,,,,,,,,,,
8620437,644,2016-06-03 02:02:43 UTC,2016-06-03 02:47:47 UTC,,,Asia/Singapore,2704,1.339986733,103.9609187,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 04:00:34 UTC,287,FALSE,uodG_bpyReEhF,PP,,To Accompany Someone,,--,--,,,,,,,,,,,,,,,,,,,,,,
8620438,644,2016-06-03 02:53:45 UTC,2016-06-03 05:32:00 UTC,,,Asia/Singapore,9495,1.342476739,103.9643488,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 05:45:42 UTC,6595,FALSE,{udGuzoyRqNmT,PP,,Other Home,,--,--,,,,,,,,,,,,,,,,,,,,,,
8621291,644,2016-06-03 05:38:06 UTC,2016-06-03 06:08:07 UTC,,,Asia/Singapore,1801,1.34100745,103.9618176,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 11:00:27 UTC,3000,FALSE,meeGcppyRtBzBdBnAvB^m@lG,PACEP,,Change Mode/Transfer,,--,--,,,,,,,,,,,,,,,,,,,,,,
8621293,644,2016-06-03 06:26:52 UTC,2016-06-03 09:08:07 UTC,,,Asia/Singapore,9675,1.342540204,103.964747,,,Foot,,algorithm_generated,GPS,FALSE,2016-06-03 11:00:31 UTC,3004,FALSE,g|dGi`pyR`AwEyC}@wBkA@wAeBoC,PEADCP,,Other Home,,--,--,,,,,,,,,,,,,,,,,,,,,,
7810555,645,2016-02-17 03:13:02 UTC,2016-02-17 05:35:48 UTC,,,Asia/Singapore,8566,1.339891694,103.9610433,,,Default,,algorithm_generated,GPS,TRUE,2016-03-23 03:49:27 UTC,3023346,FALSE,,,,Education,,--,--,65,172.118,71.5001,0,65,18.6436,40,,,,,,,,,,,,,,,
7811249,645,2016-02-17 05:38:03 UTC,2016-02-17 06:14:45 UTC,,,Asia/Singapore,2202,1.340999144,103.9629457,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:49:41 UTC,3013157,FALSE,iudGo{oyRKoBgBi@gBaF,PCCP,,Home,,--,--,65,655.217,163.606,154.501,74.1963,146.602,150,,,,,,,,,,,,,,,
7811251,645,2016-02-17 06:16:07 UTC,2016-02-17 06:41:16 UTC,,,Asia/Singapore,1509,1.341430889,103.9644507,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:50:42 UTC,3013218,FALSE,e|dGkgpyR_BsC^w@WaB,PCBP,,Home,,--,--,65,845.453,172.993,183.29,87.3792,171.667,82,,,,,,,,,,,,,,,
7811944,645,2016-02-17 06:48:10 UTC,2016-02-17 07:14:01 UTC,,,Asia/Singapore,1551,1.340874395,103.9612754,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:50:56 UTC,3004215,FALSE,}~dGyppyRbA[oCxA|@dBlCjAr@Na@`Gm@iDYnDd@rB,PDDDAEECCP,,Education,,--,--,65,725.063,212.149,118.841,175.007,131.384,94,,,,,,,,,,,,,,,
7812001,645,2016-02-17 07:17:28 UTC,2016-02-17 08:34:01 UTC,,,Asia/Singapore,4593,1.341522083,103.9638442,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:51:10 UTC,3003648,FALSE,m{dG}|oyR}@cFIuD~@jA}@w@RgCoAJ,PCDCCDP,,Home,,--,--,65,863.155,148.037,137.324,65,149.305,114,,,,,,,,,,,,,,,
7812352,645,2016-02-17 08:35:24 UTC,2016-02-17 09:06:06 UTC,,,Asia/Singapore,1842,1.340688241,103.9617944,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:51:23 UTC,2996446,FALSE,o_eG_mpyRnC|EHhBRz@ET,PCAAP,,Meal/Eating Break,,--,--,65,737.808,183.057,87.4778,127.262,154.052,56,,,,,,,,,,,,,,,
7812383,645,2016-02-17 09:08:09 UTC,2016-02-17 09:37:46 UTC,,,Asia/Singapore,1777,1.341680312,103.9644131,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:51:51 UTC,2996172,FALSE,gzdGe`pyRmCmC^pCyAoO,PEDP,,Home,,--,--,65,936.693,190.381,188.288,71.2675,212.992,142,,,,,,,,,,,,,,,
7812429,645,2016-02-17 09:53:42 UTC,2016-02-17 11:02:34 UTC,,,Asia/Singapore,4132,1.334250929,103.9625751,,,Foot,,algorithm_generated,GPS,TRUE,2016-03-23 03:52:16 UTC,2995613,FALSE,o`eGqppyR~@zK~AoDlBwBz@LiFy@vC`Ay@cBnAPjDkBrDbB@hApEFkAgAi@a@kASnBbArBlBfA^q@`@vA]lFfCe@r@zDn@l@]wAe@`DQ,PFBCEEDDCFCDE?DDAACDCDEDCDP,,Meal/Eating Break,Shopping,--,--,65,809.41,119.545,50.626,65,116.551,175,,,,,,,,,,,,,,,
