Travel ID,User ID,Travel/Stop,Trip Index,Start Time,End Time,Duration (Seconds),Start Lat,Start Lon,End Lat,End Lon,Final Mode,Predicted Mode,Main Activity,Validated?
7978060,643,Stop,,2016-03-05 23:58:03 UTC,2016-03-06 00:26:37 UTC,1714,,,1.364674841,103.9936262,Foot,,Meal/Eating Break,TRUE
7978060-7978079,643,Travel,57,2016-03-06 00:26:37 UTC,2016-03-06 04:32:21 UTC,14744.0,1.3646748408841134,103.9936261688909,7.8810031031800065,98.29690820664486,Default,,,false
7978079,643,Stop,,2016-03-06 04:32:21 UTC,2016-03-06 10:24:52 UTC,21151,,,7.881003103,98.29690821,Default,,--,FALSE
7978079-7979649,643,Travel,58,2016-03-06 10:24:52 UTC,2016-03-06 10:26:57 UTC,125.0,7.8810031031800065,98.29690820664486,7.881157630773528,98.29857204429405,Foot,,,false
7979649,643,Stop,,2016-03-06 10:26:57 UTC,2016-03-06 10:37:04 UTC,607,,,7.881157631,98.29857204,Foot,,--,FALSE
7979649-7979651,643,Travel,59,2016-03-06 10:37:04 UTC,2016-03-06 10:50:40 UTC,816.0,7.881157630773528,98.29857204429405,7.907445123319125,98.29686454170692,Car/Van,,,false
7979651,643,Stop,,2016-03-06 10:50:40 UTC,2016-03-06 12:09:34 UTC,4734,,,7.907445123,98.29686454,Car/Van,,--,FALSE
7979651-7980578,643,Travel,60,2016-03-06 12:09:34 UTC,2016-03-06 12:20:15 UTC,641.0,7.907445123319125,98.29686454170692,7.89886559766971,98.30001913887827,Car/Van,,,false
7980578,643,Stop,,2016-03-06 12:20:15 UTC,2016-03-06 12:25:46 UTC,331,,,7.898865598,98.30001914,Car/Van,,--,FALSE
7980578-7980579,643,Travel,61,2016-03-06 12:25:46 UTC,2016-03-06 12:42:13 UTC,987.0,7.89886559766971,98.30001913887827,7.898993837481253,98.30000045131692,Car/Van,,,false
7980579,643,Stop,,2016-03-06 12:42:13 UTC,2016-03-06 12:48:10 UTC,357,,,7.898993837,98.30000045,Car/Van,,Change Mode/Transfer,FALSE
7980579-7980581,643,Travel,61,2016-03-06 12:48:10 UTC,2016-03-06 13:08:44 UTC,1234.0,7.898993837481253,98.30000045131692,7.881030631646816,98.29687680684887,Default,,,false
7980581,643,Stop,,2016-03-06 13:08:44 UTC,2016-03-06 13:37:03 UTC,1699,,,7.881030632,98.29687681,Default,,--,FALSE
7980581-7981925,643,Travel,62,2016-03-06 13:37:03 UTC,2016-03-06 13:38:08 UTC,65.0,7.881030631646816,98.29687680684887,7.881153621449757,98.2986148059534,Car/Van,,,false
7981925,643,Stop,,2016-03-06 13:38:08 UTC,2016-03-06 13:42:14 UTC,246,,,7.881153621,98.29861481,Car/Van,,--,FALSE
7981925-7981928,643,Travel,63,2016-03-06 13:42:14 UTC,2016-03-06 13:50:48 UTC,514.0,7.881153621449757,98.2986148059534,7.887685338835711,98.29969149287956,Car/Van,,,false
7981928,643,Stop,,2016-03-06 13:50:48 UTC,2016-03-06 14:01:48 UTC,660,,,7.887685339,98.29969149,Car/Van,,--,FALSE
7981928-7981932,643,Travel,64,2016-03-06 14:01:48 UTC,2016-03-06 14:27:57 UTC,1569.0,7.887685338835711,98.29969149287956,7.892705135963971,98.29821520787821,Car/Van,,,false
7981932,643,Stop,,2016-03-06 14:27:57 UTC,2016-03-06 14:36:53 UTC,536,,,7.892705136,98.29821521,Car/Van,,Change Mode/Transfer,FALSE
7981932-7981936,643,Travel,64,2016-03-06 14:36:53 UTC,2016-03-06 14:38:58 UTC,125.0,7.892705135963971,98.29821520787821,7.893578030735464,98.2967497763347,Default,,,false
7981936,643,Stop,,2016-03-06 14:38:58 UTC,2016-03-06 14:49:59 UTC,661,,,7.893578031,98.29674978,Default,,--,FALSE
7981936-7981941,643,Travel,65,2016-03-06 14:49:59 UTC,2016-03-06 14:51:21 UTC,82.0,7.893578030735464,98.2967497763347,7.892662434738302,98.29827235521014,Default,,,false
7981941,643,Stop,,2016-03-06 14:51:21 UTC,2016-03-06 15:46:48 UTC,3327,,,7.892662435,98.29827236,Default,,--,FALSE
7981941-7986977,643,Travel,66,2016-03-06 15:46:48 UTC,2016-03-06 15:47:29 UTC,41.0,7.892662434738302,98.29827235521014,7.891271376518364,98.29780023014762,Car/Van,,,false
7986977,643,Stop,,2016-03-06 15:47:29 UTC,2016-03-06 15:51:37 UTC,248,,,7.891271377,98.29780023,Car/Van,,--,FALSE
7986978-7987016,643,Travel,67,2016-03-07 03:38:36 UTC,2016-03-07 04:11:12 UTC,1956.0,7.881101931589686,98.29669252525267,7.881083584309462,98.29697782981421,Default,,,false
7987016,643,Stop,,2016-03-07 04:11:12 UTC,2016-03-07 05:54:27 UTC,6195,,,7.881083584,98.29697783,Default,,--,FALSE
7987016-7989859,643,Travel,68,2016-03-07 05:54:27 UTC,2016-03-07 05:55:09 UTC,42.0,7.881083584309462,98.29697782981421,7.881186942152377,98.2985740229034,Car/Van,,,false
7989859,643,Stop,,2016-03-07 05:55:09 UTC,2016-03-07 06:00:20 UTC,311,,,7.881186942,98.29857402,Car/Van,,Change Mode/Transfer,FALSE
7989859-7989860,643,Travel,68,2016-03-07 06:00:20 UTC,2016-03-07 06:05:50 UTC,330.0,7.881186942152377,98.2985740229034,7.887900544894606,98.29977238241072,Default,,,false
7989860,643,Stop,,2016-03-07 06:05:50 UTC,2016-03-07 06:18:57 UTC,787,,,7.887900545,98.29977238,Default,,--,FALSE
7989860-7989861,643,Travel,69,2016-03-07 06:18:57 UTC,2016-03-07 06:21:00 UTC,123.0,7.887900544894606,98.29977238241072,7.89113980987598,98.3013796009212,Car/Van,,,false
7989861,643,Stop,,2016-03-07 06:21:00 UTC,2016-03-07 06:26:50 UTC,350,,,7.89113981,98.3013796,Car/Van,,Change Mode/Transfer,FALSE
7989861-7989863,643,Travel,69,2016-03-07 06:26:50 UTC,2016-03-07 06:28:36 UTC,106.0,7.89113980987598,98.3013796009212,7.8913548364582216,98.29952636948863,Foot,,,false
7989863,643,Stop,,2016-03-07 06:28:36 UTC,2016-03-07 06:38:12 UTC,576,,,7.891354836,98.29952637,Foot,,Change Mode/Transfer,FALSE
7989863-7989866,643,Travel,69,2016-03-07 06:38:12 UTC,2016-03-07 06:41:32 UTC,200.0,7.8913548364582216,98.29952636948863,7.897321074763702,98.2966311736189,Car/Van,,,false
7989866,643,Stop,,2016-03-07 06:41:32 UTC,2016-03-07 07:18:07 UTC,2195,,,7.897321075,98.29663117,Car/Van,,--,FALSE
7989866-7989924,643,Travel,70,2016-03-07 07:18:07 UTC,2016-03-07 07:29:41 UTC,694.0,7.897321074763702,98.2966311736189,7.890855898965578,98.3015019132418,Default,,,false
7989924,643,Stop,,2016-03-07 07:29:41 UTC,2016-03-07 07:48:34 UTC,1133,,,7.890855899,98.30150191,Default,,--,FALSE
7989924-7990722,643,Travel,71,2016-03-07 07:48:34 UTC,2016-03-07 07:54:46 UTC,372.0,7.890855898965578,98.3015019132418,7.881093804711552,98.2973826077532,Car/Van,,,false
7990722,643,Stop,,2016-03-07 07:54:46 UTC,2016-03-07 11:15:23 UTC,12037,,,7.881093805,98.29738261,Car/Van,,--,FALSE
7990722-7990955,643,Travel,72,2016-03-07 11:15:23 UTC,2016-03-07 11:18:50 UTC,207.0,7.881093804711552,98.2973826077532,7.888237037684634,98.29167584527943,Car/Van,,,false
7990955,643,Stop,,2016-03-07 11:18:50 UTC,2016-03-07 12:05:57 UTC,2827,,,7.888237038,98.29167585,Car/Van,,--,FALSE
7990955-7991482,643,Travel,73,2016-03-07 12:05:57 UTC,2016-03-07 12:14:54 UTC,537.0,7.888237037684634,98.29167584527943,7.896058839055801,98.29929564027955,Car/Van,,,false
7991482,643,Stop,,2016-03-07 12:14:54 UTC,2016-03-07 13:26:32 UTC,4298,,,7.896058839,98.29929564,Car/Van,,--,FALSE
7991482-7991585,643,Travel,74,2016-03-07 13:26:32 UTC,2016-03-07 13:37:33 UTC,661.0,7.896058839055801,98.29929564027955,7.880923021187064,98.29696998634472,Car/Van,,,false
7991585,643,Stop,,2016-03-07 13:37:33 UTC,2016-03-07 14:17:30 UTC,2397,,,7.880923021,98.29696999,Car/Van,,--,FALSE
7991585-7991592,643,Travel,75,2016-03-07 14:17:30 UTC,2016-03-07 14:20:57 UTC,207.0,7.880923021187064,98.29696998634472,7.87898949905392,98.29190446210885,Car/Van,,,false
7991592,643,Stop,,2016-03-07 14:20:57 UTC,2016-03-07 15:43:36 UTC,4959,,,7.878989499,98.29190446,Car/Van,,--,FALSE
7991592-7992295,643,Travel,76,2016-03-07 15:43:36 UTC,2016-03-07 15:47:29 UTC,233.0,7.87898949905392,98.29190446210885,7.887633933312282,98.2915525445841,Car/Van,,,false
7992295,643,Stop,,2016-03-07 15:47:29 UTC,2016-03-07 15:52:18 UTC,289,,,7.887633933,98.29155254,Car/Van,,--,FALSE
7992295-7992297,643,Travel,77,2016-03-07 15:52:18 UTC,2016-03-07 15:59:33 UTC,435.0,7.887633933312282,98.2915525445841,7.895965760252063,98.29928486988851,Car/Van,,,false
7992297,643,Stop,,2016-03-07 15:59:33 UTC,2016-03-07 16:25:01 UTC,1528,,,7.89596576,98.29928487,Car/Van,,Entertainment,TRUE
7992297-7994887,643,Travel,78,2016-03-07 16:25:01 UTC,2016-03-07 16:30:41 UTC,340.0,7.895965760252063,98.29928486988851,7.881050380820181,98.29695017141313,Motorcycle/Scooter,Car/Van,,true
7994887,643,Stop,,2016-03-07 16:30:41 UTC,2016-03-07 18:31:16 UTC,7235,,,7.881050381,98.29695017,Motorcycle/Scooter,Car/Van,Home,TRUE
7994887-7994991,643,Travel,79,2016-03-07 18:31:16 UTC,2016-03-07 19:05:42 UTC,2066.0,7.881050380820181,98.29695017141313,7.910655473456602,98.29560010390017,Motorcycle/Scooter,Car/Van,,true
7994991,643,Stop,,2016-03-07 19:05:42 UTC,2016-03-07 19:30:09 UTC,1467,,,7.910655473,98.2956001,Motorcycle/Scooter,Car/Van,Entertainment,TRUE
7994991-8001429,643,Travel,80,2016-03-07 19:30:09 UTC,2016-03-07 19:50:16 UTC,1207.0,7.910655473456602,98.29560010390017,7.881079329366173,98.29689059062979,Motorcycle/Scooter,Car/Van,,true
8001429,643,Stop,,2016-03-07 19:50:16 UTC,2016-03-08 01:18:51 UTC,19715,,,7.881079329,98.29689059,Motorcycle/Scooter,Car/Van,Home,TRUE
8001429-8001456,643,Travel,81,2016-03-08 01:18:51 UTC,2016-03-08 01:21:41 UTC,170.0,7.881079329366173,98.29689059062979,7.88820008897065,98.29993058838627,Foot,Car/Van,,true
8001456,643,Stop,,2016-03-08 01:21:41 UTC,2016-03-08 08:22:58 UTC,25277,,,7.888200089,98.29993059,Foot,Car/Van,Entertainment,TRUE
8001456-8012224,643,Travel,82,2016-03-08 08:22:58 UTC,2016-03-08 08:44:01 UTC,1263.0,7.88820008897065,98.29993058838627,8.429040447002189,98.47149337227572,Car/Van,,,true
8012224,643,Stop,,2016-03-08 08:44:01 UTC,2016-03-08 08:47:13 UTC,192,,,8.429040447,98.47149337,Car/Van,,Entertainment,TRUE
8012224-8012230,643,Travel,83,2016-03-08 08:47:13 UTC,2016-03-08 09:04:28 UTC,1035.0,8.429040447002189,98.47149337227572,8.42913916355331,98.47147245496167,Car/Van,Default,,true
8012230,643,Stop,,2016-03-08 09:04:28 UTC,2016-03-08 09:07:13 UTC,165,,,8.429139164,98.47147245,Car/Van,Default,Entertainment,TRUE
8012231-8022938,643,Travel,84,2016-03-09 07:23:41 UTC,2016-03-09 09:13:19 UTC,6578.0,7.607058090082585,98.36777577965955,7.881141245972123,98.29713975902149,Car/Van,,,true
8022938,643,Stop,,2016-03-09 09:13:19 UTC,2016-03-09 10:24:14 UTC,4255,,,7.881141246,98.29713976,Car/Van,,Entertainment,TRUE
8022938-8022946,643,Travel,85,2016-03-09 10:24:14 UTC,2016-03-09 10:24:57 UTC,43.0,7.881141245972123,98.29713975902149,7.8812617786820285,98.29701626621275,Foot,,,true
8022946,643,Stop,,2016-03-09 10:24:57 UTC,2016-03-09 11:41:00 UTC,4563,,,7.881261779,98.29701627,Foot,,Home,TRUE
8022946-8022961,643,Travel,86,2016-03-09 11:41:00 UTC,2016-03-09 11:43:45 UTC,165.0,7.8812617786820285,98.29701626621275,7.881195378059123,98.29859818777844,Motorcycle/Scooter,Foot,,true
8022961,643,Stop,,2016-03-09 11:43:45 UTC,2016-03-09 11:49:57 UTC,372,,,7.881195378,98.29859819,Motorcycle/Scooter,Foot,Shopping,TRUE
8022961-8022962,643,Travel,87,2016-03-09 11:49:57 UTC,2016-03-09 11:51:20 UTC,83.0,7.881195378059123,98.29859818777844,7.882236822954308,98.29967848544288,Foot,,,true
8022962,643,Stop,,2016-03-09 11:51:20 UTC,2016-03-09 11:52:42 UTC,82,,,7.882236823,98.29967849,Foot,,Change Mode/Transfer,TRUE
8022962-8022963,643,Travel,87,2016-03-09 11:52:42 UTC,2016-03-09 12:06:49 UTC,847.0,7.882236822954308,98.29967848544288,7.893585411426091,98.29849297630628,Motorcycle/Scooter,Car/Van,,true
8022963,643,Stop,,2016-03-09 12:06:49 UTC,2016-03-09 12:37:49 UTC,1860,,,7.893585411,98.29849298,Motorcycle/Scooter,Car/Van,Change Mode/Transfer,TRUE
7808336-7810442,644,Travel,87,2016-02-17 01:49:18 UTC,2016-02-17 01:58:29 UTC,551.0,1.3424602470570295,103.96439862187407,1.3393758111764706,103.96084983294118,Foot,,,true
7810442,644,Stop,,2016-02-17 01:58:29 UTC,2016-02-17 02:01:48 UTC,199,,,1.339375811,103.9608498,Foot,,Change Mode/Transfer,TRUE
7810442-7810450,644,Travel,87,2016-02-17 02:01:48 UTC,2016-02-17 02:24:34 UTC,1366.0,1.3393758111764706,103.96084983294118,1.3254432786888455,103.93193913906066,Foot,,,true
7810450,644,Stop,,2016-02-17 02:24:34 UTC,2016-02-17 02:48:03 UTC,1409,,,1.325443279,103.9319391,Foot,,Medical/Dental (Self),TRUE
7810450-7810480,644,Travel,88,2016-02-17 02:48:03 UTC,2016-02-17 02:48:46 UTC,43.0,1.3254432786888455,103.93193913906066,1.3242956475122432,103.93071388312191,Bus,Car/Van,,true
7810480,644,Stop,,2016-02-17 02:48:46 UTC,2016-02-17 03:19:07 UTC,1821,,,1.324295648,103.9307139,Bus,Car/Van,Meal/Eating Break,TRUE
7810480-7811115,644,Travel,89,2016-02-17 03:19:07 UTC,2016-02-17 03:25:34 UTC,387.0,1.3242956475122432,103.93071388312191,1.327375174375,103.94608912812501,LRT/MRT,,,true
7811115,644,Stop,,2016-02-17 03:25:34 UTC,2016-02-17 03:26:44 UTC,70,,,1.327375174,103.9460891,LRT/MRT,,Change Mode/Transfer,TRUE
7811115-7811116,644,Travel,89,2016-02-17 03:26:44 UTC,2016-02-17 03:31:53 UTC,309.0,1.327375174375,103.94608912812501,1.339369912963564,103.96086722498879,Bus,,,true
7811116,644,Stop,,2016-02-17 03:31:53 UTC,2016-02-17 05:28:02 UTC,6969,,,1.339369913,103.9608672,Bus,,Work,TRUE
7811116-7811236,644,Travel,90,2016-02-17 05:28:02 UTC,2016-02-17 05:32:42 UTC,280.0,1.339369912963564,103.96086722498879,1.341671607592859,103.96328245664017,Foot,,,true
7811236,644,Stop,,2016-02-17 05:32:42 UTC,2016-02-17 06:53:10 UTC,4828,,,1.341671608,103.9632825,Foot,,Work,TRUE
7811236-7812087,644,Travel,91,2016-02-17 06:53:10 UTC,2016-02-17 07:33:58 UTC,2448.0,1.341671607592859,103.96328245664017,1.3420655472458298,103.96396815763299,Foot,,,true
7812087,644,Stop,,2016-02-17 07:33:58 UTC,2016-02-17 10:00:53 UTC,8815,,,1.342065547,103.9639682,Foot,,Work,TRUE
7812087-7812336,644,Travel,92,2016-02-17 10:00:53 UTC,2016-02-17 10:07:22 UTC,389.0,1.3420655472458298,103.96396815763299,1.3401129,103.9628616,Foot,,,true
7812336,644,Stop,,2016-02-17 10:07:22 UTC,2016-02-17 10:11:48 UTC,266,,,1.3401129,103.9628616,Foot,,Education,TRUE
7812336-7812342,644,Travel,93,2016-02-17 10:11:48 UTC,2016-02-17 10:22:10 UTC,622.0,1.3401129,103.9628616,1.3355000906211898,103.96356759714746,Foot,,,true
7812342,644,Stop,,2016-02-17 10:22:10 UTC,2016-02-17 11:29:16 UTC,4026,,,1.335500091,103.9635676,Foot,,Meal/Eating Break,TRUE
7812342-7812486,644,Travel,94,2016-02-17 11:29:16 UTC,2016-02-17 11:31:08 UTC,112.0,1.3355000906211898,103.96356759714746,1.3385363950000002,103.9645040709091,Foot,,,true
7812486,644,Stop,,2016-02-17 11:31:08 UTC,2016-02-17 11:34:46 UTC,218,,,1.338536395,103.9645041,Foot,,Change Mode/Transfer,TRUE
7812486-7812487,644,Travel,94,2016-02-17 11:34:46 UTC,2016-02-17 11:35:12 UTC,26.0,1.3385363950000002,103.9645040709091,1.3401129,103.9628616,Foot,Car/Van,,true
7812487,644,Stop,,2016-02-17 11:35:12 UTC,2016-02-17 11:51:58 UTC,1006,,,1.3401129,103.9628616,Foot,Car/Van,Change Mode/Transfer,TRUE
7812487-7820064,644,Travel,94,2016-02-17 11:51:58 UTC,2016-02-17 11:55:16 UTC,198.0,1.3401129,103.9628616,1.342381496349836,103.96453932203498,Foot,,,true
7820064,644,Stop,,2016-02-17 11:55:16 UTC,2016-02-18 00:28:58 UTC,45222,,,1.342381496,103.9645393,Foot,,Other Home,TRUE
7820064-7820082,644,Travel,95,2016-02-18 00:28:58 UTC,2016-02-18 00:34:44 UTC,346.0,1.342381496349836,103.96453932203498,1.3401129,103.9628616,Foot,,,true
7820082,644,Stop,,2016-02-18 00:34:44 UTC,2016-02-18 09:29:18 UTC,32074,,,1.3401129,103.9628616,Foot,,Education,TRUE
7826203-7838359,644,Travel,96,2016-02-19 05:24:42 UTC,2016-02-19 09:13:31 UTC,13729.0,1.3401129,103.9628616,1.3396915390322581,103.96105791548383,Foot,,,true
7838359,644,Stop,,2016-02-19 09:13:31 UTC,2016-02-19 09:17:35 UTC,244,,,1.339691539,103.9610579,Foot,,Change Mode/Transfer,TRUE
7838359-7838361,644,Travel,96,2016-02-19 09:17:35 UTC,2016-02-19 09:35:11 UTC,1056.0,1.3396915390322581,103.96105791548383,1.323663607368421,103.9291976436842,Bus,Car/Van,,true
7838361,644,Stop,,2016-02-19 09:35:11 UTC,2016-02-19 09:36:28 UTC,77,,,1.323663607,103.9291976,Bus,Car/Van,Meal/Eating Break,TRUE
7838365-7838369,644,Travel,97,2016-02-20 07:02:58 UTC,2016-02-20 07:44:23 UTC,2485.0,1.3951210324137928,103.90557285413793,1.3980767,103.91584820000003,Bus,,,true
7838369,644,Stop,,2016-02-20 07:44:23 UTC,2016-02-20 16:14:29 UTC,30606,,,1.3980767,103.9158482,Bus,,Home,TRUE
7838369-7843409,644,Travel,98,2016-02-20 16:14:29 UTC,2016-02-21 02:51:16 UTC,38207.0,1.3980767,103.91584820000003,1.3566986411842108,103.93251607842103,Car/Van,,,true
7843409,644,Stop,,2016-02-21 02:51:16 UTC,2016-02-21 02:52:31 UTC,75,,,1.356698641,103.9325161,Car/Van,,To Accompany Someone,TRUE
7843409-7843410,644,Travel,99,2016-02-21 02:52:31 UTC,2016-02-21 03:37:57 UTC,2726.0,1.3566986411842108,103.93251607842103,1.3968040991666666,103.90358052249996,Car/Van,,,true
7843410,644,Stop,,2016-02-21 03:37:57 UTC,2016-02-21 03:39:35 UTC,98,,,1.396804099,103.9035805,Car/Van,,Change Mode/Transfer,TRUE
7843410-7843412,644,Travel,99,2016-02-21 03:39:35 UTC,2016-02-21 03:51:35 UTC,720.0,1.3968040991666666,103.90358052249996,1.373292532142857,103.8477098962143,Car/Van,,,true
7843412,644,Stop,,2016-02-21 03:51:35 UTC,2016-02-21 03:56:12 UTC,277,,,1.373292532,103.8477099,Car/Van,,Shopping,TRUE
7843412-7843414,644,Travel,100,2016-02-21 03:56:12 UTC,2016-02-21 04:03:04 UTC,412.0,1.373292532142857,103.8477098962143,1.37149606,103.847829155,Foot,,,true
7843414,644,Stop,,2016-02-21 04:03:04 UTC,2016-02-21 04:29:33 UTC,1589,,,1.37149606,103.8478292,Foot,,Shopping,TRUE
7843414-7843900,644,Travel,101,2016-02-21 04:29:33 UTC,2016-02-21 05:23:11 UTC,3218.0,1.37149606,103.847829155,1.37203212,103.84710401083333,Foot,,,true
7843900,644,Stop,,2016-02-21 05:23:11 UTC,2016-02-21 05:39:23 UTC,972,,,1.37203212,103.847104,Foot,,Shopping,TRUE
7843900-7852259,644,Travel,102,2016-02-21 05:39:23 UTC,2016-02-21 06:05:26 UTC,1563.0,1.37203212,103.84710401083333,1.3423987321812656,103.96470368586691,Car/Van,,,true
7852259,644,Stop,,2016-02-21 06:05:26 UTC,2016-02-22 03:30:51 UTC,77125,,,1.342398732,103.9647037,Car/Van,,Other Home,TRUE
7852259-7853898,644,Travel,103,2016-02-22 03:30:51 UTC,2016-02-22 03:40:04 UTC,553.0,1.3423987321812656,103.96470368586691,1.3401129,103.9628616,Foot,,,true
7853898,644,Stop,,2016-02-22 03:40:04 UTC,2016-02-22 08:39:22 UTC,17958,,,1.3401129,103.9628616,Foot,,Education,TRUE
7853898-7859502,644,Travel,104,2016-02-22 08:39:22 UTC,2016-02-22 08:43:57 UTC,275.0,1.3401129,103.9628616,1.3423005146147846,103.964384230741,Foot,,,true
7859502,644,Stop,,2016-02-22 08:43:57 UTC,2016-02-23 00:02:50 UTC,55133,,,1.342300515,103.9643842,Foot,,Other Home,TRUE
7859502-7860078,644,Travel,105,2016-02-23 00:02:50 UTC,2016-02-23 00:30:17 UTC,1647.0,1.3423005146147846,103.964384230741,1.3240785541666666,103.93092174166668,Bus,Foot,,true
7860078,644,Stop,,2016-02-23 00:30:17 UTC,2016-02-23 00:31:19 UTC,62,,,1.324078554,103.9309217,Bus,Foot,Change Mode/Transfer,TRUE
7860078-7860087,644,Travel,105,2016-02-23 00:31:19 UTC,2016-02-23 01:08:39 UTC,2240.0,1.3240785541666666,103.93092174166668,1.3070272467500001,103.79040559450002,LRT/MRT,,,true
7860087,644,Stop,,2016-02-23 01:08:39 UTC,2016-02-23 01:13:49 UTC,310,,,1.307027247,103.7904056,LRT/MRT,,Change Mode/Transfer,TRUE
7860087-7860089,644,Travel,105,2016-02-23 01:13:49 UTC,2016-02-23 01:14:59 UTC,70.0,1.3070272467500001,103.79040559450002,1.298857000859344,103.78744430906156,LRT/MRT,,,true
7860089,644,Stop,,2016-02-23 01:14:59 UTC,2016-02-23 01:55:00 UTC,2401,,,1.298857001,103.7874443,LRT/MRT,,Work-Related Business,TRUE
7860089-7860722,644,Travel,106,2016-02-23 01:55:00 UTC,2016-02-23 01:55:51 UTC,51.0,1.298857000859344,103.78744430906156,1.307034252875817,103.79048375918302,LRT/MRT,,,true
7860722,644,Stop,,2016-02-23 01:55:51 UTC,2016-02-23 02:01:26 UTC,335,,,1.307034253,103.7904838,LRT/MRT,,Change Mode/Transfer,TRUE
7860722-7860732,644,Travel,106,2016-02-23 02:01:26 UTC,2016-02-23 02:36:23 UTC,2097.0,1.307034252875817,103.79048375918302,1.3245435359454625,103.93007233597353,LRT/MRT,,,true
7860732,644,Stop,,2016-02-23 02:36:23 UTC,2016-02-23 02:57:23 UTC,1260,,,1.324543536,103.9300723,LRT/MRT,,Change Mode/Transfer,TRUE
7860732-7861255,644,Travel,106,2016-02-23 02:57:23 UTC,2016-02-23 03:13:29 UTC,966.0,1.3245435359454625,103.93007233597353,1.3399065491465336,103.96098878318278,Bus,Car/Van,,true
7861255,644,Stop,,2016-02-23 03:13:29 UTC,2016-02-23 03:19:34 UTC,365,,,1.339906549,103.9609888,Bus,Car/Van,Change Mode/Transfer,TRUE
7861255-7861258,644,Travel,106,2016-02-23 03:19:34 UTC,2016-02-23 03:22:01 UTC,147.0,1.3399065491465336,103.96098878318278,1.3419314382560041,103.96389903211244,Foot,,,true
7861258,644,Stop,,2016-02-23 03:22:01 UTC,2016-02-23 04:59:31 UTC,5850,,,1.341931438,103.963899,Foot,,Other Home,TRUE
7861258-7861956,644,Travel,107,2016-02-23 04:59:31 UTC,2016-02-23 05:02:50 UTC,199.0,1.3419314382560041,103.96389903211244,1.3401129,103.9628616,Foot,,,true
7861956,644,Stop,,2016-02-23 05:02:50 UTC,2016-02-23 08:36:39 UTC,12829,,,1.3401129,103.9628616,Foot,,Education,TRUE
7861956-7868620,644,Travel,108,2016-02-23 08:36:39 UTC,2016-02-23 08:39:42 UTC,183.0,1.3401129,103.9628616,1.3422288300000003,103.964240295202,Foot,,,true
7868620,644,Stop,,2016-02-23 08:39:42 UTC,2016-02-23 10:55:33 UTC,8151,,,1.34222883,103.9642403,Foot,,Other Home,TRUE
7868620-7868624,644,Travel,109,2016-02-23 10:55:33 UTC,2016-02-23 11:01:35 UTC,362.0,1.3422288300000003,103.964240295202,1.3418150218067955,103.96400057638625,Foot,Default,,true
7868624,644,Stop,,2016-02-23 11:01:35 UTC,2016-02-24 02:37:25 UTC,56150,,,1.341815022,103.9640006,Foot,Default,Other Home,TRUE
7868624-7880857,644,Travel,110,2016-02-24 02:37:25 UTC,2016-02-24 02:40:44 UTC,199.0,1.3418150218067955,103.96400057638625,1.3400357367069238,103.96196592017196,Foot,,,true
7880857,644,Stop,,2016-02-24 02:40:44 UTC,2016-02-24 05:12:34 UTC,9110,,,1.340035737,103.9619659,Foot,,Education,TRUE
7880857-7880864,644,Travel,111,2016-02-24 05:12:34 UTC,2016-02-24 05:17:34 UTC,300.0,1.3400357367069238,103.96196592017196,1.3401129,103.9628616,Foot,,,true
7880864,644,Stop,,2016-02-24 05:17:34 UTC,2016-02-24 05:18:54 UTC,80,,,1.3401129,103.9628616,Foot,,Education,TRUE
7880864-7880865,644,Travel,112,2016-02-24 05:18:54 UTC,2016-02-24 05:19:16 UTC,22.0,1.3401129,103.9628616,1.3424545744725145,103.96453968288463,Foot,,,true
7880865,644,Stop,,2016-02-24 05:19:16 UTC,2016-02-25 00:31:23 UTC,69127,,,1.342454574,103.9645397,Foot,,Other Home,TRUE
7880865-7880891,644,Travel,113,2016-02-25 00:31:23 UTC,2016-02-25 00:42:28 UTC,665.0,1.3424545744725145,103.96453968288463,1.3401129,103.9628616,Foot,,,true
7880891,644,Stop,,2016-02-25 00:42:28 UTC,2016-02-25 08:39:50 UTC,28642,,,1.3401129,103.9628616,Foot,,Education,TRUE
7880891-7889581,644,Travel,114,2016-02-25 08:39:50 UTC,2016-02-25 11:08:34 UTC,8924.0,1.3401129,103.9628616,1.3424869743068553,103.96454708056055,Foot,,,true
7889581,644,Stop,,2016-02-25 11:08:34 UTC,2016-02-26 00:28:05 UTC,47971,,,1.342486974,103.9645471,Foot,,Other Home,TRUE
7889581-7891630,644,Travel,115,2016-02-26 00:28:05 UTC,2016-02-26 00:30:21 UTC,136.0,1.3424869743068553,103.96454708056055,1.341572818333333,103.96353167416669,Foot,,,true
7891630,644,Stop,,2016-02-26 00:30:21 UTC,2016-02-26 00:31:56 UTC,95,,,1.341572818,103.9635317,Foot,,Meal/Eating Break,TRUE
7891630-7891631,644,Travel,116,2016-02-26 00:31:56 UTC,2016-02-26 00:33:05 UTC,69.0,1.341572818333333,103.96353167416669,1.3401129,103.9628616,Foot,,,true
7891631,644,Stop,,2016-02-26 00:33:05 UTC,2016-02-26 00:34:40 UTC,95,,,1.3401129,103.9628616,Foot,,Education,TRUE
7891631-7891944,644,Travel,117,2016-02-26 00:34:40 UTC,2016-02-26 02:45:38 UTC,7858.0,1.3401129,103.9628616,1.3401129,103.9628616,Foot,,,true
7891944,644,Stop,,2016-02-26 02:45:38 UTC,2016-02-26 09:52:04 UTC,25586,,,1.3401129,103.9628616,Foot,,Education,TRUE
